label,Date,CValue
Interest rate,2022-03-31,[6.137874e+12]
Interest rate,2023-03-31,[6.147973e+12]
Interest rate,2016-03-31,[6.018158e+12]
Interest rate,2017-03-31,[5.473718e+12]
Interest rate,2015-03-31,[1.2001399e+13]
Interest rate,2015-06-30,[-3.622524e+12]
Interest rate,2016-03-31,[9.651162e+12]
Interest rate,2018-03-31,[1.2965066e+13]
Interest rate,2019-03-31,[1.7600875e+13]
Interest rate,2019-06-30,[-3.48587e+12]
Interest rate,2019-09-30,[2.966799e+12]
Interest rate,2019-12-31,[-4.298255e+12]
Interest rate,2020-03-31,[1.8118059e+13]
Interest rate,2020-06-30,[-4.421743e+12]
Interest rate,2020-12-31,[-3.302659e+12]
Interest rate,2021-03-31,[1.1474225e+13]
Interest rate,2022-03-31,[3.1809169e+13]
Interest rate,2022-12-31,[-3.599261e+12]
Interest rate,2023-03-31,[2.9097109e+13]
Interest rate,2015-03-31,[7.817359e+12]
Interest rate,2016-03-31,[7.318379e+12]
Interest rate,2017-03-31,[6.720209e+12]
Interest rate,2020-03-31,[1.333831e+13]
Interest rate,2021-03-31,[1.3897549e+13]
Interest rate,2017-03-31,[4.059897e+12]
Foreign exchange rate and gold,2015-03-31,[6.868638e+12]
Foreign exchange rate and gold,2016-03-31,[7.932567e+12]
Foreign exchange rate and gold,2016-12-31,[-8.7698791e+11]
Foreign exchange rate and gold,2017-03-31,[7.6502338e+12]
Foreign exchange rate and gold,2017-09-30,[5.59957e+11]
Foreign exchange rate and gold,2017-12-31,[-8.68101e+11]
Foreign exchange rate and gold,2018-03-31,[8.805071e+12]
Foreign exchange rate and gold,2018-09-30,[-1.922217e+12]
Foreign exchange rate and gold,2018-12-31,[-7.64796e+11]
Foreign exchange rate and gold,2019-03-31,[6.95147e+12]
Foreign exchange rate and gold,2019-12-31,[-8.37146e+11]
Foreign exchange rate and gold,2020-03-31,[7.074048e+12]
Foreign exchange rate and gold,2020-09-30,[2.8654e+11]
Foreign exchange rate and gold,2020-12-31,[-4.26396e+11]
Foreign exchange rate and gold,2021-03-31,[7.270962e+12]
Foreign exchange rate and gold,2021-12-31,[-2.3332e+11]
Foreign exchange rate and gold,2022-03-31,[9.431831e+12]
Foreign exchange rate and gold,2022-09-30,[3.52588e+11]
Foreign exchange rate and gold,2022-12-31,[-1.315023e+12]
Foreign exchange rate and gold,2023-03-31,[9.587899e+12]
Foreign exchange rate and gold,2015-03-31,[2.032633e+12]
Foreign exchange rate and gold,2016-03-31,[1.890324e+12]
Foreign exchange rate and gold,2017-03-31,[2.07188082e+12]
Foreign exchange rate and gold,2018-03-31,[2.304322e+12]
Foreign exchange rate and gold,2019-03-31,[2.125683e+12]
Foreign exchange rate and gold,2020-03-31,[2.053481e+12]
Foreign exchange rate and gold,2021-03-31,[2.25505e+12]
Foreign exchange rate and gold,2022-03-31,[2.46082e+12]
Foreign exchange rate and gold,2023-03-31,[2.506792e+12]
Foreign exchange rate and gold,2015-03-31,[9.08792e+11]
Foreign exchange rate and gold,2016-03-31,[9.24307e+11]
Foreign exchange rate and gold,2017-03-31,[1.032213e+12]
Foreign exchange rate and gold,2018-03-31,[1.146364e+12]
Foreign exchange rate and gold,2019-03-31,[1.025492e+12]
Foreign exchange rate and gold,2020-03-31,[1.007192e+12]
Foreign exchange rate and gold,2021-03-31,[1.14229e+12]
Foreign exchange rate and gold,2022-03-31,[1.187738e+12]
Foreign exchange rate and gold,2023-03-31,[1.203197e+12]
Foreign exchange rate and gold,2022-03-31,[5.01827e+11]
Foreign exchange rate and gold,2023-03-31,[5.79427e+11]
Credit (investment grade reference asset),2015-03-31,[5.15278e+11]
Credit (investment grade reference asset),2016-03-31,[5.16647e+11]
Credit (investment grade reference asset),2017-03-31,[3.23815e+11]
Credit (investment grade reference asset),2017-12-31,[-9.0175e+10]
Credit (investment grade reference asset),2018-03-31,[2.23775e+11]
Credit (investment grade reference asset),2019-03-31,[1.48251e+11]
Credit (investment grade reference asset),2020-03-31,[1.73973e+11]
Credit (investment grade reference asset),2021-03-31,[1.19406e+11]
Credit (investment grade reference asset),2015-03-31,[1.588848e+12]
Credit (investment grade reference asset),2015-06-30,[-9.3534e+10]
Credit (investment grade reference asset),2015-12-31,[-2.91504e+11]
Credit (investment grade reference asset),2016-03-31,[1.082403e+12]
Credit (investment grade reference asset),2016-06-30,[-1.26073e+11]
Credit (investment grade reference asset),2016-09-30,[-1.66039e+11]
Credit (investment grade reference asset),2016-12-31,[-2.46385e+11]
Credit (investment grade reference asset),2017-03-31,[3.18121e+11]
Credit (investment grade reference asset),2018-03-31,[2.97919e+11]
Credit (investment grade reference asset),2019-03-31,[3.25575e+11]
Credit (investment grade reference asset),2020-03-31,[2.98413e+11]
Credit (investment grade reference asset),2021-03-31,[2.12097e+11]
Credit (investment grade reference asset),2022-03-31,[2.98677e+11]
Credit (investment grade reference asset),2022-06-30,[-1.07475e+11]
Credit (investment grade reference asset),2023-03-31,[2.92974e+11]
Credit (investment grade reference asset),2015-03-31,[1.32099e+11]
Credit (investment grade reference asset),2016-03-31,[1.24762e+11]
Credit (investment grade reference asset),2022-03-31,[4.52489e+11]
Credit (investment grade reference asset),2022-06-30,[-1.39149e+11]
Credit (investment grade reference asset),2023-03-31,[4.50518e+11]
Credit (investment grade reference asset),2015-03-31,[4.40316e+11]
Credit (investment grade reference asset),2016-03-31,[3.55522e+11]
Credit (investment grade reference asset),2017-03-31,[1.65671e+11]
Credit (investment grade reference asset),2018-03-31,[2.4656e+11]
Credit (investment grade reference asset),2019-03-31,[3.03493e+11]
Credit (investment grade reference asset),2020-03-31,[4.26337e+11]
Credit (investment grade reference asset),2021-03-31,[3.44113e+11]
Credit (investment grade reference asset),2022-03-31,[1.20888e+11]
Credit (investment grade reference asset),2023-03-31,[1.89724e+11]
Credit (investment grade reference asset),2020-03-31,[1.0844e+11]
Credit (investment grade reference asset),2021-03-31,[1.1459e+11]
Credit (investment grade reference asset),2021-06-30,[-8.5629e+10]
Credit (non-investment grade reference asset),2015-03-31,[2.68949e+11]
Credit (non-investment grade reference asset),2016-03-31,[2.37753e+11]
Credit (non-investment grade reference asset),2017-03-31,[3.07206e+11]
Credit (non-investment grade reference asset),2017-06-30,[-8.5765e+10]
Credit (non-investment grade reference asset),2018-03-31,[1.65789e+11]
Credit (non-investment grade reference asset),2019-03-31,[7.4438e+10]
Credit (non-investment grade reference asset),2020-03-31,[7.8193e+10]
Credit (non-investment grade reference asset),2021-03-31,[8.0778e+10]
Credit (non-investment grade reference asset),2015-03-31,[6.21526e+11]
Credit (non-investment grade reference asset),2015-06-30,[-7.2552e+10]
Credit (non-investment grade reference asset),2015-09-30,[-4.9523e+10]
Credit (non-investment grade reference asset),2015-12-31,[-7.1753e+10]
Credit (non-investment grade reference asset),2016-03-31,[4.54057e+11]
Credit (non-investment grade reference asset),2016-06-30,[-1.24283e+11]
Credit (non-investment grade reference asset),2016-12-31,[-4.7391e+10]
Credit (non-investment grade reference asset),2017-03-31,[4.03136e+11]
Credit (non-investment grade reference asset),2017-06-30,[-6.7171e+10]
Credit (non-investment grade reference asset),2017-12-31,[-5.5553e+10]
Credit (non-investment grade reference asset),2018-03-31,[2.17381e+11]
Credit (non-investment grade reference asset),2019-03-31,[1.39199e+11]
Credit (non-investment grade reference asset),2020-03-31,[1.40487e+11]
Credit (non-investment grade reference asset),2021-03-31,[1.17326e+11]
Credit (non-investment grade reference asset),2022-03-31,[1.48441e+11]
Credit (non-investment grade reference asset),2022-06-30,[6.5059e+10]
Credit (non-investment grade reference asset),2022-09-30,[-8.4793e+10]
Credit (non-investment grade reference asset),2023-03-31,[1.33905e+11]
Credit (non-investment grade reference asset),2015-03-31,[5.399e+10]
Credit (non-investment grade reference asset),2017-03-31,[7.2305e+10]
Credit (non-investment grade reference asset),2022-03-31,[2.32239e+11]
Credit (non-investment grade reference asset),2022-06-30,[-1.09497e+11]
Credit (non-investment grade reference asset),2023-03-31,[1.55696e+11]
Credit (non-investment grade reference asset),2015-03-31,[1.50579e+11]
Credit (non-investment grade reference asset),2016-03-31,[1.08743e+11]
Credit (non-investment grade reference asset),2017-03-31,[1.52577e+11]
Credit (non-investment grade reference asset),2018-03-31,[1.44869e+11]
Credit (non-investment grade reference asset),2018-12-31,[-7.0561e+10]
Credit (non-investment grade reference asset),2019-03-31,[8.9656e+10]
Credit (non-investment grade reference asset),2020-03-31,[1.36283e+11]
Credit (non-investment grade reference asset),2021-03-31,[1.42143e+11]
Credit (non-investment grade reference asset),2023-03-31,[6.2883e+10]
Equity,2015-03-31,[8.09024e+11]
Equity,2016-03-31,[8.17543e+11]
Equity,2016-12-31,[-6.5703e+10]
Equity,2017-03-31,[9.90739e+11]
Equity,2017-09-30,[-8.5087e+10]
Equity,2017-12-31,[1.24363e+11]
Equity,2018-03-31,[1.19332e+12]
Equity,2018-12-31,[-2.08961e+11]
Equity,2019-03-31,[1.111606e+12]
Equity,2019-12-31,[2.74972e+11]
Equity,2020-03-31,[1.277909e+12]
Equity,2020-09-30,[1.94509e+11]
Equity,2021-03-31,[1.55731e+12]
Equity,2021-06-30,[1.91089e+11]
Equity,2022-03-31,[1.942513e+12]
Equity,2022-06-30,[-8.2837e+10]
Equity,2023-03-31,[2.062748e+12]
Equity,2015-03-31,[2.72675e+11]
Equity,2016-03-31,[3.61202e+11]
Equity,2017-03-31,[3.95355e+11]
Equity,2018-03-31,[4.2552e+11]
Equity,2019-03-31,[4.57882e+11]
Equity,2020-03-31,[3.77502e+11]
Equity,2021-03-31,[3.84548e+11]
Equity,2022-03-31,[4.94243e+11]
Equity,2022-06-30,[-8.0646e+10]
Equity,2023-03-31,[4.9649e+11]
Equity,2015-03-31,[1.81005e+11]
Equity,2015-12-31,[1.67233e+11]
Equity,2016-03-31,[3.85815e+11]
Equity,2017-03-31,[4.89542e+11]
Equity,2018-03-31,[7.08167e+11]
Equity,2018-12-31,[-9.7825e+10]
Equity,2019-03-31,[6.15472e+11]
Equity,2020-03-31,[6.63647e+11]
Equity,2021-03-31,[6.99981e+11]
Equity,2022-03-31,[9.01488e+11]
Equity,2023-03-31,[1.059851e+12]
Equity,2018-03-31,[1.37178e+11]
Equity,2019-03-31,[1.60314e+11]
Precious metals (except gold),2015-03-31,[1.5946e+10]
Precious metals (except gold),2015-06-30,[2.944e+09]
Precious metals (except gold),2015-09-30,[-3.139e+09]
Precious metals (except gold),2015-12-31,[-4.089e+09]
Precious metals (except gold),2016-03-31,[1.3969e+10]
Precious metals (except gold),2016-09-30,[4.58173e+09]
Precious metals (except gold),2016-12-31,[-5.87009e+09]
Precious metals (except gold),2017-03-31,[1.64092e+10]
Precious metals (except gold),2017-06-30,[3.2938e+09]
Precious metals (except gold),2017-09-30,[1.724e+09]
Precious metals (except gold),2017-12-31,[-6.897e+09]
Precious metals (except gold),2018-03-31,[1.7534e+10]
Precious metals (except gold),2018-06-30,[3.715e+09]
Precious metals (except gold),2018-09-30,[-4.284e+09]
Precious metals (except gold),2018-12-31,[-2.2e+09]
Precious metals (except gold),2019-03-31,[1.6621e+10]
Precious metals (except gold),2019-09-30,[3.31e+09]
Precious metals (except gold),2019-12-31,[1.5034e+10]
Precious metals (except gold),2020-03-31,[2.7887e+10]
Precious metals (except gold),2020-09-30,[1.1002e+10]
Precious metals (except gold),2021-03-31,[3.3335e+10]
Precious metals (except gold),2021-06-30,[3.376e+09]
Precious metals (except gold),2021-09-30,[-1.0722e+10]
Precious metals (except gold),2021-12-31,[1.048e+09]
Precious metals (except gold),2022-03-31,[3.05878e+11]
Precious metals (except gold),2022-06-30,[-7.9857e+10]
Precious metals (except gold),2022-09-30,[-2.9192e+10]
Precious metals (except gold),2022-12-31,[-1.4205e+10]
Precious metals (except gold),2023-03-31,[2.26857e+11]
Precious metals (except gold),2015-03-31,[2.586e+09]
Precious metals (except gold),2015-06-30,[-1.067e+09]
Precious metals (except gold),2016-03-31,[2.008e+09]
Precious metals (except gold),2016-06-30,[-1.10205e+09]
Precious metals (except gold),2020-03-31,[1.483e+09]
Precious metals (except gold),2021-03-31,[1.533e+09]
Precious metals (except gold),2022-03-31,[2.4222e+10]
Precious metals (except gold),2022-06-30,[-1.753e+09]
Precious metals (except gold),2022-09-30,[-6.062e+09]
Precious metals (except gold),2022-12-31,[1.086e+09]
Precious metals (except gold),2023-03-31,[2.6214e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2004-03-31,[3.1096e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2004-12-31,[-1.6491e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2007-03-31,[2.1332e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2007-09-30,[-1.8268e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2007-12-31,[-7.669e+09]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2008-03-31,[1.2971e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2008-12-31,[4.5355e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-03-31,[5.7761e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-06-30,[-2.6795e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-09-30,[-6.4e+09]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2009-12-31,[-6.813e+09]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2011-03-31,[1.9629e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2012-03-31,[2.6104e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2013-03-31,[2.5827e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2014-03-31,[2.8124e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2014-09-30,[-7.207e+09]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2015-03-31,[1.669e+10]
"Total IBF assets of the consolidated bank (component of Schedule RC, item 12)",2018-03-31,[8.288e+09]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2001-03-31,[1.12394e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2002-03-31,[1.19955e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2003-03-31,[1.25789e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-03-31,[1.20623e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-12-31,[2.9342e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2005-03-31,[1.55364e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-03-31,[1.63635e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-03-31,[2.01767e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-12-31,[5.1148e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2008-03-31,[3.18384e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2009-03-31,[3.42167e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2009-12-31,[3.4433e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2010-03-31,[3.8414e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2010-06-30,[-4.8229e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2011-03-31,[3.90925e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2011-09-30,[-2.5237e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2011-12-31,[-1.9937e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2012-03-31,[3.45997e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-03-31,[3.71104e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-06-30,[-3.8195e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-12-31,[-3.0644e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2014-03-31,[3.27109e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2015-03-31,[3.10902e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2015-06-30,[-5.0052e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2015-12-31,[-2.1162e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2016-03-31,[2.54335e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2017-03-31,[2.53628e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2018-03-31,[2.70395e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2018-06-30,[-1.7731e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2019-03-31,[2.84334e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2020-03-31,[3.66656e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2020-06-30,[-2.1236e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2020-12-31,[3.0258e+10]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-03-31,[3.87887e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-03-31,[4.33903e+11]
"In foreign offices, Edge and Agreement subsidiaries, and IBFs",2023-03-31,[4.29267e+11]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2007-03-31,[2.3363e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2008-03-31,[4.1898e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2009-03-31,[4.7785e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2009-09-30,[1.7766e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2010-03-31,[7.229e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2010-06-30,[-9.89e+09]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2011-03-31,[7.2609e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2012-03-31,[6.0463e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2013-03-31,[5.5643e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2014-03-31,[4.2028e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2015-03-31,[5.0093e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2015-06-30,[-1.1497e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2016-03-31,[3.7359e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2016-09-30,[-1.6061e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2017-03-31,[2.0017e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2019-03-31,[3.1861e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2020-03-31,[3.6916e+10]
"Foreign banks (including U.S branches and agencies of foreign banks, including their IBFs)",2022-03-31,[5.6894e+10]
Foreign governments and official institutions (including foreign central banks),2001-03-31,[9.487e+09]
Foreign governments and official institutions (including foreign central banks),2002-03-31,[1.4073e+10]
Foreign governments and official institutions (including foreign central banks),2003-03-31,[1.4298e+10]
Foreign governments and official institutions (including foreign central banks),2003-06-30,[-3.647e+09]
Foreign governments and official institutions (including foreign central banks),2004-03-31,[2.5344e+10]
Foreign governments and official institutions (including foreign central banks),2005-03-31,[2.1974e+10]
Foreign governments and official institutions (including foreign central banks),2005-06-30,[-4.058e+09]
Foreign governments and official institutions (including foreign central banks),2006-03-31,[2.2295e+10]
Foreign governments and official institutions (including foreign central banks),2007-03-31,[2.6368e+10]
Foreign governments and official institutions (including foreign central banks),2007-06-30,[7.882e+09]
Foreign governments and official institutions (including foreign central banks),2008-03-31,[3.686e+10]
Foreign governments and official institutions (including foreign central banks),2008-12-31,[5.718e+09]
Foreign governments and official institutions (including foreign central banks),2009-03-31,[3.9157e+10]
Foreign governments and official institutions (including foreign central banks),2010-03-31,[3.8445e+10]
Foreign governments and official institutions (including foreign central banks),2010-09-30,[-1.1752e+10]
Foreign governments and official institutions (including foreign central banks),2011-03-31,[2.9793e+10]
Foreign governments and official institutions (including foreign central banks),2011-12-31,[-3.583e+09]
Foreign governments and official institutions (including foreign central banks),2012-03-31,[3.1692e+10]
Foreign governments and official institutions (including foreign central banks),2012-12-31,[-3.417e+09]
Foreign governments and official institutions (including foreign central banks),2013-03-31,[3.5585e+10]
Foreign governments and official institutions (including foreign central banks),2013-06-30,[-8.256e+09]
Foreign governments and official institutions (including foreign central banks),2013-09-30,[8.19e+09]
Foreign governments and official institutions (including foreign central banks),2014-03-31,[3.7899e+10]
Foreign governments and official institutions (including foreign central banks),2015-03-31,[4.5028e+10]
Foreign governments and official institutions (including foreign central banks),2015-06-30,[-1.7333e+10]
Foreign governments and official institutions (including foreign central banks),2016-03-31,[3.3615e+10]
Foreign governments and official institutions (including foreign central banks),2016-09-30,[-1.6314e+10]
Foreign governments and official institutions (including foreign central banks),2017-03-31,[2.5856e+10]
Foreign governments and official institutions (including foreign central banks),2017-12-31,[-4.771e+09]
Foreign governments and official institutions (including foreign central banks),2018-03-31,[2.8488e+10]
Foreign governments and official institutions (including foreign central banks),2018-06-30,[-5.71e+09]
Foreign governments and official institutions (including foreign central banks),2019-03-31,[2.4042e+10]
Foreign governments and official institutions (including foreign central banks),2019-09-30,[-5.536e+09]
Foreign governments and official institutions (including foreign central banks),2020-03-31,[3.9198e+10]
Foreign governments and official institutions (including foreign central banks),2020-06-30,[-6.424e+09]
Foreign governments and official institutions (including foreign central banks),2020-12-31,[-3.905e+09]
Foreign governments and official institutions (including foreign central banks),2021-03-31,[3.613e+10]
Foreign governments and official institutions (including foreign central banks),2021-12-31,[-3.903e+09]
Foreign governments and official institutions (including foreign central banks),2022-03-31,[3.4275e+10]
Foreign governments and official institutions (including foreign central banks),2023-03-31,[3.4922e+10]
Foreign governments and official institutions (including foreign central banks),2012-12-31,[-4.256e+09]
Foreign governments and official institutions (including foreign central banks),2014-06-30,[7.053e+09]
Foreign governments and official institutions (including foreign central banks),2014-09-30,[-4.739e+09]
Foreign governments and official institutions (including foreign central banks),2020-03-31,[1.2532e+10]
Foreign governments and official institutions (including foreign central banks),2021-03-31,[1.2711e+10]
Foreign governments and official institutions (including foreign central banks),2022-03-31,[6.535e+09]
Foreign governments and official institutions (including foreign central banks),2023-03-31,[5.341e+09]
Foreign governments and official institutions (including foreign central banks),2017-03-31,[6.009e+09]
Foreign governments and official institutions (including foreign central banks),2018-03-31,[6.553e+09]
Foreign governments and official institutions (including foreign central banks),2020-03-31,[1.4884e+10]
Foreign governments and official institutions (including foreign central banks),2020-12-31,[-4.111e+09]
Foreign governments and official institutions (including foreign central banks),2021-03-31,[1.0682e+10]
Foreign governments and official institutions (including foreign central banks),2022-03-31,[1.3647e+10]
Foreign governments and official institutions (including foreign central banks),2023-03-31,[1.2036e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2008-12-31,[9.243e+09]
"Total IBF liabilities (component of Schedule RC, item 21)",2009-03-31,[1.9687e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2010-03-31,[1.8526e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2011-03-31,[2.9626e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2011-09-30,[-1.0689e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2012-03-31,[1.6507e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2013-03-31,[1.6852e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2013-06-30,[-4.196e+09]
"Total IBF liabilities (component of Schedule RC, item 21)",2015-03-31,[1.1473e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2016-03-31,[1.3327e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2017-03-31,[1.2573e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2019-03-31,[2.0954e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2020-03-31,[2.5397e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2021-03-31,[2.8255e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2021-12-31,[-5.457e+09]
"Total IBF liabilities (component of Schedule RC, item 21)",2022-03-31,[2.9877e+10]
"Total IBF liabilities (component of Schedule RC, item 21)",2022-06-30,[-3.826e+09]
"Total IBF liabilities (component of Schedule RC, item 21)",2023-03-31,[2.9402e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2004-03-31,[3.0948e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2006-03-31,[4.5398e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-03-31,[5.7188e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2007-06-30,[1.486e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2008-09-30,[-6.671e+09]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2009-03-31,[6.6907e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2010-03-31,[5.3594e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2011-03-31,[7.0227e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2012-03-31,[9.5923e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2013-03-31,[1.07391e+11]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2014-03-31,[1.06288e+11]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2014-12-31,[-7.344e+09]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2015-03-31,[9.0924e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2017-03-31,[7.3042e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2020-03-31,[8.5298e+10]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2021-03-31,[1.21534e+11]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2022-03-31,[1.26059e+11]
"Total loans in foreign offices, Edge and Agreement subsidiaries, and IBFs",2023-03-31,[1.26343e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2002-03-31,[1.13215e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2003-03-31,[1.20175e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2005-03-31,[1.45509e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2006-03-31,[1.55681e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2007-03-31,[1.91029e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2007-12-31,[5.133e+10]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2011-03-31,[3.48659e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2013-03-31,[3.29805e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2014-03-31,[2.88549e+11]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2015-06-30,[-3.3011e+10]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2015-09-30,[-2.4329e+10]
"Interest-bearing deposits in foreign offices, EDGE and Agreement subsidiaries, and IBFs",2016-03-31,[2.24761e+11]
